job_id,title,description,skills,rules_v2_prediction,human_label
296,SAP MM Inhouse Berater (m/w/d) / Bis zu 60% Home Office Anteil,"Für ein sehr renommiertes Unternehmen suchen wir zum nächstmöglichen Zeitpunkt einen SAP MM Inhouse Berater (m/w/d). Aufgaben Prozessberatung und Lösungsdesign — Anforderungen analysieren und integrierte SAP-MM-Lösungen gemeinsam mit Fachbereichen, Entwicklern und Beratern konzipieren Systembetreuung und Optimierung — Customizing, Analyse bestehender Prozesse und kontinuierliche Verbesserung der Systemperformance Projektarbeit und Stakeholder-Kommunikation — Leitung von (Teil-)Projekten, Moderation von Workshops und zentrale Ansprechperson für SAP-Themen Wissenstransfer und Schulung — Unterstützung von Fachanwendern bei Tests, Erstellung von Schulungsunterlagen und Durchführung von Trainings Qualifikation Fundierte Kenntnisse im SAP-Modul MM sowie praktische Erfahrung in Implementierung und Betreuung, idealerweise im Handelsumfeld Analytisches Denken und Umsetzungskompetenz — Geschäftsprozesse sicher analysieren und in SAP-Lösungen überführen Erfahrung in der Leitung von SAP-Projekten und Zusammenarbeit mit verschiedenen Stakeholdern in interdisziplinären Teams Klare und lösungsorientierte Kommunikation in gutem Deutsch Benefits Duzkultur und offene Bürotüren Mobile Working, flexib",it,Software Engineering,Other
284,Mitarbeiter (m/w/d) Kundenbetreuung & Datenerfassung (Teilzeit / Minijob / Vollzeit),"Wir sind ein Dienstleistungsunternehmen im Bereich Kostenoptimierung und Mandantenbetreuung. Unser Fokus liegt darauf, Privatpersonen dabei zu unterstützen, ihre Ausgaben strukturiert zu erfassen und Einsparpotenziale zu identifizieren. Aufgaben Ihre Aufgaben Erfassung und Pflege von Mandantendaten Unterstützung in der laufenden Kundenbetreuung Vor- und Nachbereitung von Terminen Unterstützung bei Marketing- und Vertriebsmaßnahmen (z. B. Terminvereinbarungen) Qualifikation Freundliches und professionelles Auftreten Zuverlässige und strukturierte Arbeitsweise Gute Deutschkenntnisse in Wort und Schrift Grundkenntnisse im Umgang mit digitalen Anwendungen von Vorteil Benefits Stundenlohn zwischen 12 € und 15 € (je nach Erfahrung) Zusätzlicher Bonus bei Zielerreichung Flexible Arbeitszeiten nach der Einarbeitung Möglichkeit auf Homeoffice Strukturierte Einarbeitung Angenehmes Arbeitsumfeld in einem motivierten Team Entwicklungsmöglichkeiten innerhalb des Unternehmens Dann freuen wir uns auf Ihre Bewerbung mit kurzem Lebenslauf über die Plattform JOIN oder per E-Mail. Find Jobs in Germany on Arbeitnow",finance,Other,Other
487,Werkstudent Vertrieb / Finanzberatung (m/w/d) – Praxis statt Theorie,"Du studierst und willst mehr als einen „Nebenjob“? Du willst Verantwortung, klare Ziele und ein Umfeld, in dem Leistung zählt? Dann ist diese Werkstudentenrolle dein Einstieg in die Finanzberatung, mit strukturiertem Onboarding, Coaching und einem klaren Weg in ein Trainee-Programm. Diese Rolle ist unternehmerisch geprägt und bietet dir die Möglichkeit, dich aktiv einzubringen, Verantwortung zu übernehmen und dich fachlich wie persönlich weiterzuentwickeln. Leistung und Eigeninitiative spielen dabei eine zentrale Rolle, gleichzeitig wirst du durch strukturiertes Onboarding, Coaching und ein erfahrenes Team unterstützt. Sehr gute Deutschkenntnisse (C1+) sind erforderlich, da die Ausbildung, die Kommunikation im Team sowie die Perspektive Richtung IHK vollständig auf Deutsch stattfinden. Dein Aufgabenbereich Startphase (erste Wochen): Terminaufbau: Du vereinbarst Kundentermine (Telefon, Netzwerk, Leads) und baust eine saubere Pipeline auf. Prozesslernen: Du lernst Gesprächsleitfäden, Bedarfsermittlung, Nachbereitung und Dokumentationsstandards. Performance-Optimierung: Du arbeitest mit KPIs, bekommst Feedback und verbesserst systematisch deine Ergebnisse. Im weiteren Verlauf: Analyse","finance, high school or equivalent",Other,Other
19,Compliance Administrator,Posted 11:58:25 AM. Job Type: Full-TimeWork Mode: Remote (United Kingdom)Experience: 0â2 YearsIndustry: Compliance |â¦See this and similar jobs on LinkedIn. Please mention the word **SMITTEN** and tag RMTAzLjIxLjEyNi43Ng== when applying to show you read the job post completely (#RMTAzLjIxLjEyNi43Ng==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.,"design, designer, part time, digital nomad, dev, sys admin, technical, javascript, cloud, css, html, junior, engineer, python, front end, django, testing, web dev, quality assurance, java, git, c, customer support, admin, exec, ops, marketing, legal, ecommerce, shopify, full time, virtual assistant, microsoft",Other,Other
551,Praktikant (m/w/d) Human Resources am Standort Leipzig,"allaboutHRLaw GmbH ist ein dynamisches, stark wachsendes Beratungsunternehmen, welches für Start-ups, kleine und mittelständische Unternehmen ganz oder teilweise die Personalarbeit übernimmt, als HR as a service. Wir haben bereits namhafte Start-ups auf dem Weg zum „erwachsenen“ Unternehmen begleitet und betreuen unsere Kunden über Jahre hinweg. Referenzen kannst du auf unserer Website einsehen. Wir sind ein Team von hochmotivierten bundesweit tätigen HRlern mit Fokus auf die Ballungsräume Berlin, Hamburg, Frankfurt/Main, Leipzig, Düsseldorf und München und einem coolen Büro in Leipzig, das alle internen Aufgaben abdeckt. Aufgaben Du hast Lust, in die Welt der Personalentwicklung einzutauchen und möchtest uns als Praktikant (m/w/d) im Bereich Human Resources tatkräftig unterstützen? Dann suchen wir genau DICH, um unser wachsendes Team zu bereichern! Deine Aufgaben: Recruiting Support : Du hilfst bei der Stellenschaltung und -aktualisierung und unterstützt uns im gesamten Recruiting-Prozess. Bewerbermanagement : Vom ersten Kontakt bis zum Bewerbungsgespräch – Du organisierst und koordinierst den gesamten Ablauf und nimmst aktiv am Auswahlprozess teil. Administrative Tätigkeiten : Du",hr,Other,Other
318,Windparkplaner (m/w/d),"Wir entwickeln uns aktuell rasant zu einem führenden Anbieter im Bereich Dienstleistungen für Ingenieurbüros und Tiefbauunternehmen. Um unsere bestehenden Projekte oder auch Projektbereiche weiter auszubauen, suchen wir erfahrene Unterstützung. Du planst Windkraftanlagen schneller als der Wind? Du hast Bock bei der Planung von großen, deutschlandweiten Windkraft-Projekten mitzuwirken? Du konntest bereits Erfahrung im Projektmanagement sammeln, bist praxisorientiert und behältst auch in stressigen Situationen den Überblick? Dann bist du bei uns genau richtig! Bewirb dich noch heute und unterstütze unser Team! Aufgaben Verantwortung für Windenergieprojekte von der Beratung bis zum Auftragsabschluss Erstellung von Lageplänen, Konzepten und Planungsvarianten für potenzielle Windparks einschließlich Erschließungskonzepten Betreuung und Beratung von Kunden Entwurfs- und Genehmigungsplanung von Windparkprojekten Fachliche Beurteilung der Projekte unter Beachtung der rechtlichen Vorschriften sowie der für die Erlangung der Genehmigungsfähigkeit erforderlichen Planungsschritte Erstellung von Genehmigungsanträgen Ansprechpartner für Genehmigungsbehörden und Gutachter, sowie für Kunden und fa",project management,Product & Management,Product & Management
527,Junior Artist Manager / Influencer Manager (m/w/d),"Was wir Dir bieten: Eine spannende Herausforderung, in der du dich weiterentwickeln kannst, rundum den Bereich Artistmanagement Medien/Social Media, Influencer Marketing und den dazugehörigen Technologien (Software Systeme) Perfekt abgestimmte selbst entwickelte Softwaresysteme für dich als Artistmanager/in und für deine Artists Eine verantwortungsvolle Position in einem engagierten Team Eigenverantwortliches Arbeiten Freiraum zum aktiven Gestalten durch flache Hierarchien und flexible Strukturen Ein vielseitiges, anspruchsvolles und spannendes Aufgabengebiet mit renommierten Kunden So sieht Work-Life-Balance aus: 30 Tage Urlaub Konstruktives Feedback wird gerne gesehen Unsere Firmenkultur hat offene Türen & Ohren, coole Kolleg*innen und Spaß bei der Arbeit Ein hochmotiviertes, leistungsfähiges Team, welches gemeinsam arbeitet - aber auch gerne gemeinsame Erfolge feiert. Mitgestalten statt nur mitschwimmen - aktive Mitarbeit an fachlichen und kulturellen Themen die auch über den Tellerand hinausgehen Eine spannende Herausforderung, in der du dich weiterentwickeln kannst, rundum den Bereich Medien/Social Media, Influencer Marketing und den dazugehörigen Technologien (Software System",marketing and communication,Other,Other
153,Sachbearbeiter Customer Service und Kundenbetreuung (m/w/d),"Im Auftrag unseres Partnerunternehmens suchen wir Sie zum nächstmöglichen Zeitpunkt als „ Sachbearbeiter Customer Service & Kundenbetreuung (m/w/d) “. Aufgaben Sie betreuen Kunden serviceorientiert zu auftragsbezogenen Fragestellungen in deutscher und englischer Sprache Sie erfassen Aufträge und sorgen für eine ordnungsgemäße Abwicklung sowie Fakturierung Darüber hinaus erstellen und prüfen Sie Kostenvoranschläge und bearbeiten eingehende Kundenrückmeldungen Sie koordinieren die Bearbeitung bestätigter Aufträge und behalten Termine sowie den Bearbeitungsstatus im Blick Zusätzlich unterstützen Sie das Team bei allgemeinen administrativen und organisatorischen Aufgaben Qualifikation Grundlage bildet eine abgeschlossene kaufmännische Ausbildung, beispielsweise als Kaufmann für Büromanagement (m/w/d), Industriekaufmann (m/w/d), Kaufmann im Groß- und Außenhandelsmanagement (m/w/d) oder Kaufmann für Dialogmarketing (m/w/d) Idealerweise bringen Sie Berufserfahrung als Kundenbetreuer (m/w/d), Mitarbeiter Customer Service (m/w/d), Sachbearbeiter Kundenservice (m/w/d) oder Mitarbeiter Vertriebsinnendienst (m/w/d) mit Sie verfügen über eine ausgeprägte Serviceorientierung und Erfahrung im Umg",customer service,Other,Other
95,Administrative Data Entry File Clerk,"Dedicated to delivering exceptional service and maintaining organized business operations, our company is seeking a detail-oriented Administrative Data Entry File Clerk to join our team. If you excel at managing records, entering data accurately, and working independently in a remote environment, this opportunity may be the perfect fit for you. In this role, you will be responsible for maintaining digital files, updating databases, organizing administrative records, and ensuring information is entered accurately and efficiently. Your attention to detail, reliability, and commitment to data accuracy will play an important role in supporting daily operations and helping our team stay organized and productive. Â Key responsibilities: Â Intake & indexing. Receive files from shared inboxes, portals, internal ticketing tools, and cloud folders. Confirm document type, required fields, signatures, and attachments. Index each record using standard metadata (client/project ID, date, document category, version, region). Â Document organization. Apply standardized naming conventions and folder structures. Convert formats when needed (PDF merge/split, image-to-PDF, compressing, version labeling","virtual assistant, education, customer support, marketing, video, microsoft, exec, ops, excel, data entry, jira, hr, finance, cloud, admin, legal, sys admin",Other,Other
69,Your Dream Job Come True,"Description 131 views Your Dream Job Come True We all have a dream when it comes to a job, even a work from home job. Are there times when you wished you didnât have to juggle between work at home and those endless hours of work over your laptop? Well you donât have to anymore. You just have to start working with us. Two hours of work with us is surely going to give all the time in the world to get your cooking and cleaning done and find some time for leisure too. And the best part is that you will be earning a good sum of money too. For more details visit us at http://www.tfgholidays.in or Contact us at. Name : Samira Number : 8800881690 TFG Vacations India Pvt. Ltd. Please mention the word **EFFORTLESS** and tag RMTAzLjIxLjEyNi43Ng== when applying to show you read the job post completely (#RMTAzLjIxLjEyNi43Ng==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",,Other,Other
97,Entry Level Administrative Assistant,"Our fast-growing company is seeking a dedicated Entry-Level Administrative Assistant to support the smooth operation of our daily business activities. In this role, you will assist with organizing, updating, and maintaining accurate company records and databases while ensuring information is handled efficiently and correctly. You will also provide general administrative support across teams, helping to improve workflow and streamline internal processes. Strong computer skills, a willingness to learn, and a keen eye for detail are essential for success in this position. This remote opportunity offers flexible working arrangements and the chance to grow within a supportive and dynamic work environment. Â What Youâll Be Doing: Perform data entry and maintain accurate records across internal systems Update spreadsheets, trackers, and documentation regularly Organize digital files and ensure information is easy to access Assist with scheduling, task coordination, and administrative workflows Monitor and follow up on assigned tasks to ensure completion Support internal teams by maintaining structured and up-to-date information Identify and flag missing or inconsistent data for correcti","virtual assistant, education, customer support, marketing, video, microsoft, exec, ops, excel",Other,Other
256,Junior Social Media & Content Creator (m/w/d) | Hybrid an einem unserer 6 Standorte in Süddeutschland,"Bock auf Social Media, das nicht nach Schema F aussieht? 🚀 Dann bist Du bei uns genau richtig. Wir suchen einen Junior Social Media Manager (m/w/d) , der Content nicht nur erstellt, sondern Geschichten erzählt. Jemanden, der Trends erkennt, Ideen mitbringt und komplexe Themen so aufbereitet, dass Menschen sie gerne anschauen. Wir sind im B2B unterwegs – genau deshalb suchen wir jemanden, der Lust darauf hat, auch erklärungsbedürftige Produkte spannend, nahbar und unterhaltsam zu kommunizieren. 📍Du arbeitest hybrid an einem unserer sechs Standorte. So bleibst Du nah am Team und kannst authentischen Content aus unserem Arbeitsalltag genauso einfangen wie unsere Produkte und Dienstleistungen. Aufgaben Was Dich bei uns erwartet 🚀 Du entwickelst gemeinsam Team unsere Contentplanung und bringst eigene Ideen ein. Du erstellst Content für Instagram, LinkedIn und YouTube – von der Idee bis zur Veröffentlichung. Du stehst gerne selbst vor der Kamera und schaffst es, auch komplexe Themen einfach, verständlich und in unserer Tonalität zu erklären. Du produzierst Bild- und Videocontent und übernimmst die komplette Post Production (Schnitt, Bearbeitung und Optimierung). Du begleitest Contentprod",marketing and communication,Other,Other
403,Prüfungsleiter / erfahrener Prüfungsassistent (m/w/d),"Wertschätzung. Flexibilität. Moderne Arbeitsbedingungen. Willkommen bei Nickel. Als eine der führenden mittelständischen Kanzleien in Essen betreuen wir unsere Mandanten branchenübergreifend in den Bereichen Steuerberatung, Wirtschaftsprüfung und Digitalisierung mit einem Schwerpunkt auf mittelständischen Unternehmen verschiedener Größenklassen. Mittelpunkt unseres Schaffens ist das zentral gelegene NICKEL-Büro in Essen Rüttenscheid, welches unserem 40-köpfigen Team durch moderne und stylische Räumlichkeiten Arbeitsplätze mit Wohlfühlfaktor bietet. Teil der NICKEL-Arbeitgeber-DNA sind Flexibilität, zukunftsgerichtetes bzw. digitale Arbeiten, ein gutes persönliches Miteinander und ein hoher Anspruch an unsere Fachkompetenz. Neben der Abschlussprüfung überwiegend mittelständisch geprägter Unternehmen aus dem Ruhrgebiet arbeiten wir mit in- und ausländischen Prüfungsteams im Rahmen von Konzernabschlussprüfungen zusammen. Die NICON (Teil der NICKEL Unternehmensgruppe) ist Mitglied im WIRAS Verbund, einem internationalen Verbund unabhängiger Partnergesellschaften. WIRAS vernetzt weltweit über 200 Kanzleien in 44 Ländern. Aufgaben Wir entwickeln gemeinsam mit dir deine Tätigkeitsschwerpu",auditor,Other,Other
398,Werkstudent (m/w/d) Prozessmanagement & Customer Service,"Standort: Hilden / Hybrid Arbeitszeit: 10-20 Stunden pro Woche Start: Nach Vereinbarung, idealerweise kurzfristig Gestalte mit uns die Zukunft unseres Customer Service Du möchtest praktische Erfahrungen im Prozessmanagement sammeln und aktiv zur Optimierung von Geschäftsprozessen beitragen? Dann werde Teil unseres Teams bei Signode. Für ein spannendes Projekt im Bereich Customer Service suchen wir einen Werkstudenten (m/w/d), der bestehende Abläufe analysiert, dokumentiert und Verbesserungspotenziale identifiziert. Deine Aufgaben Dokumentation und Analyse bestehender Prozesse im Customer Service Identifikation von Optimierungs- und Automatisierungspotenzialen Unterstützung bei der Weiterentwicklung von Service- und Planungsprozessen Analyse und Dokumentation des Werkzeugreparaturprozesses Erstellung von Prozessbeschreibungen, Standards und Richtlinien Mitarbeit an Lean- und Continuous-Improvement-Initiativen Dein Profil Laufendes Studium im Bereich Wirtschaftsingenieurwesen, Betriebswirtschaft, Wirtschaftsinformatik, Maschinenbau oder vergleichbar Interesse an Prozessmanagement, Lean Management und Operational Excellence Analytische und strukturierte Arbeitsweise Sehr gute MS-Offic","customer service, call center, high school coursework",Other,Other
275,Application Consultant für ERP-Bausoftware (m/w/d),"Wir suchen Dich. Standort: Bielefeld - Vollzeit Hybrid: Mischung aus Büro und Homeoffice möglich Darum Husemann & Fritz als Arbeitgeber: Wir sind ein erfolgreiches mittelständisches Softwareunternehmen, das seit über 30 Jahren innovative Lösungen für unsere Kunden entwickelt. Mit über 16.000 Anwendern zählen wir zu den führenden Spitzenanbietern von baubetrieblicher Standardsoftware in Deutschland. Unser Erfolg basiert auf einem motivierten Team mit rund 50 Mitarbeitenden, das gemeinsam anpackt, Verantwortung übernimmt und Freude an neuen Ideen hat. Bei uns zählt nicht nur, was Du kannst – sondern auch, wie Du bist. Aufgaben Du möchtest die Digitalisierung der Bauwirtschaft aktiv mitgestalten? Dann bist Du bei uns genau richtig. Als Teil unseres Expertenteams bist Du die direkte Schnittstelle zu unseren Kunden. Du begleitest die Einführung und optimale Nutzung unserer ERP-Lösung im täglichen Betrieb und bist der zentrale Ansprechpartner für alle prozessualen und fachlichen Fragestellungen unserer Kunden. Beratung & Konzeption : Du analysierst die betrieblichen Abläufe unserer Kunden im Bereich Bau-Technik (z. B. Angebotskalkulation, Aufmaß, Auftragsbearbeitung) und entwickelst dara","consulting, engineering",Software Engineering,Other
516,Sachbearbeiter:in für Bauabrechnung (Angebots-. Rechnungs- und Nachtragsprüfung),"Wir suchen zur Unterstützung unseres Teams in Nürnberg eine:n Sachbearbeiter:in Bauabrechnung für Angebots-, Rechnungs- und Nachtragsprüfung (LPH7-8) Controlling / Rechnungsprüfung (m/w/d). Voll-/Teilzeit Nürnberg Aufgaben Deine Aufgaben Prüfung und Auswertung von Angeboten auf rechnerische Richtigkeit Erstellung von Preisspiegeln und Ausfüllen entsprechender Formblätter Erfassung und Pflege von Projektdaten (Aufmaße, Nachträge) im AVA System Rechnungsprüfung auf Basis geprüfter Aufmaße Nachtragsprüfung auf rechnerische Richtigkeit Nachverfolgung von Kostenentwicklungen Zusammenarbeit mit Projekt- und Bauleitung im Rahmen der kaufmännischen Abwicklung Qualifikation Dein Profil abgeschlossende kaufmännische Ausbildung oder vergleichbar Erfahrung im Bauwesen, idealerweise in einem Ingenieurbüro, in der Rechnungsprüfung oder Projektverwaltung Selbstständiges, zielorientiertes Arbeiten unter Einhaltung von Terminen Freude an klaren Prozessen und sorgfältiger Dokumentation Sicherer Umgang mit Zahlen und idealerweise AVA-Software sicherer Umgang mit MS-Office sehr gute Deutschkenntnisse in Wort und Schrift sind zwingend erforderlich mündliche und schriftliche Argumentationsfähigkeit Team",controlling,Other,Other
168,Projektcontroller (m/w/d),"Im Auftrag unseres Partnerunternehmens aus dem Öffentlichen Dienst in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „ Projektcontroller (m/w/d) “. Aufgaben Als Projektcontroller (m/w/d) steuern Sie die finanzielle Planung und Überwachung von Förder- und Drittmittelprojekten Zudem erstellen Sie Kalkulationen, überwachen Budgets, Kosten und Zahlungsflüsse und sichern die wirtschaftliche Steuerung Auch verantworten Sie das regelmäßige Reporting inklusive Erstellung von Mittelverwendungsnachweisen Darüber hinaus agieren Sie als Ansprechpartner für Projektbeteiligte und externe Auftraggeber in finanziellen Fragestellungen Zusätzlich bereiten Sie Prüfungen vor, stellen Unterlagen bereit und unterstützen bei der Klärung von Rückfragen Qualifikation Sie verfügen über ein betriebswirtschaftliches Studium (z. B. BWL, Finance, Controlling) oder eine kaufmännische Ausbildung, z. B. als Industriekaufmann (m/w/d) mit relevanter Berufserfahrung Zudem bringen Sie fundierte Kenntnisse im Controlling, Rechnungswesen oder Projektmanagement mit Auch überzeugen Sie durch ein ausgeprägtes Zahlenverständnis sowie eine strukturierte und sorgfältige Arbeitsweise Darüber hinaus arbeiten Sie siche",controlling,Other,Other
562,Junior Paid Media Manager,"Junior Paid Media Manager (m/w/d) – München Du hast erste Berufserfahrung im Online Marketing gesammelt und möchtest dich weiterentwickeln? Dann bist du bei uns richtig. Cyrus Digital ist eine der führenden Boutique-Agenturen für Performance Marketing im E-Commerce. Wir betreuen renommierte D2C-Brands – darunter Luxusbetten24, Pammys, Freiluftkind und viele mehr. Im Herzen Schwabings bilden wir dich von Grund auf aus: Rund ein Jahr Erfahrung in einem beliebigen Bereich des Online Marketings genügt – den Rest bringen wir dir bei, strukturiert und unter direkter Anleitung erfahrener Kollegen. Aufgaben Mitarbeit an Kampagnenaufbau und laufender Optimierung. Schrittweise Übernahme eigener Account-Verantwortung für echte Brands – bis hin zur vollständig eigenständigen Betreuung. Strategische Weiterentwicklung deiner Kunden – vom Umsetzer zum Sparringspartner auf Augenhöhe. Qualifikation Etwa ein Jahr Berufserfahrung im Online Marketing – die Disziplin ist zweitrangig. Sorgfältige, eigeninitiative Arbeitsweise und Freude an der Arbeit mit Zahlen. Wohnsitz in München oder Umzugsbereitschaft, sehr gute Deutschkenntnisse. Benefits Eine fundierte Ausbildung zum Performance Marketer – mit Kom",online marketing,Other,Other
239,IT-Support / IT-Allrounder (m/w/d),"Als IT-Supporter (m/w/d) sind Sie die erste Anlaufstelle für die Mitarbeiter bei technischen Fragen und Problemen rund um Arbeitsplatz-IT und Business-Anwendungen. Sie unterstützen Anwender im Arbeitsalltag, sorgen für einen reibungslosen Betrieb der IT-Arbeitsplätze und helfen dabei, die digitale Arbeitsumgebung kontinuierlich zu verbessern. Sie kennen jemanden der auf die Stellenausschreibung passt? Dann holen Sie sich jetzt unseren Weiterempfehlungsbonus ! Erkundigen Sie sich gleich telefonisch unter 089 9982966 46 bei mir. Aufgaben Du übernimmst den 1st und 2nd Level Support intern Die Active Directory Administration der Backup-Umgebung (Veeam) liegt bei dir Als Ansprechpartner kümmerst du dich um den Telekom-Austausch und die Beschaffung der Hardware (Drucker, Etikettendrucker etc.) Die Betreuung der Telefonanlage sowie Client-Installationen (Windows + User-Software) übernimmst du Du pflegst die Homepage (z. B. Angebote eintragen, diverse Änderungen) Die Koordination mit der externen IT-Firma zu Office 365 läuft über dich Qualifikation Abgeschlossene Ausbildung im IT-Bereich (z. B. Fachinformatiker, IT-Systemkaufmann) oder vergleichbare Qualifikation – gerne auch engagierte Qu",it,DevOps & Cloud,Other
147,Personalreferent (m/w/d),"Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „Personalreferent (m/w/d)“. Aufgaben Sie betreuen Personalprozesse über den gesamten Employee Lifecycle – von der Einstellung bis zum Austritt Als Ansprechperson beraten Sie Führungskräfte und Mitarbeitende in personalrelevanten Fragestellungen Zu Ihren Aufgaben gehört die Erstellung von Arbeitsverträgen sowie weiteren personalrelevanten Dokumenten Darüber hinaus pflegen Sie Personalstammdaten und digitale Personalakten Sie begleiten personelle Veränderungen und unterstützen bei arbeitsrechtlichen Maßnahmen Ebenso erstellen Sie Bescheinigungen, Zeugnisse und weitere HR-Unterlagen Die Koordination von Onboarding- und Offboarding-Prozessen gehört ebenfalls zu Ihrem Verantwortungsbereich Zusätzlich bearbeiten Sie Anträge zu Weiterbildungs- und Qualifizierungsmaßnahmen Abschließend übernehmen Sie allgemeine Aufgaben der Personaladministration und stellen die Einhaltung interner sowie gesetzlicher Vorgaben sicher Qualifikation Grundlage bildet eine abgeschlossene kaufmännische oder personalwirtschaftliche Ausbildung mit entsprechender Zusatzqualifikation oder eine vergleichbare Qualifikati",hr,Other,Other
243,ISMS Experte (m/w/d),"Sind Sie es auch leid, ständig Angebote zu erhalten, die nicht auf Ihr Profil zutreffen? Möchten Sie stattdessen nicht lieber passgenaue Offerten erhalten, die Ihren Wünschen und Vorstellungen entsprechen? Wir hören Ihnen zu und begleiten Sie auf Ihrem Karriereweg – egal ob Berufseinsteiger oder erfahrener ITler. Von uns erhalten Sie nur lokale Angebote aus dem Großraum München. Bei einer Vermittlung durch hubside helfen uns vor allem unsere durch langjährige Zusammenarbeit geprägten Kontakte zu renommierten Unternehmen, durch die wir Ihre Möglichkeiten vervielfachen und Ihnen sogar Zugang zu nicht öffentlichen Stellen gewähren können. hubside steht mit seinem Namen für ein Team von langjährig erfahrenen Beratern, das sich genau zwischen Kandidat und Unternehmen positioniert, um sowohl ein langfristiger Karrierebegleiter als auch vertrauensvoller Partner unserer Kundenunternehmen zu sein. Denn unsere Kandidaten sind der Schlüssel zum Erfolg unserer Kundenunternehmen und wir sind der Schlüssel zu deren beruflicher Verwirklichung. Dabei steht immer der Mensch im Mittelpunkt, wir sprechen in dem Zusammenhang und aufgrund unserer Expertise in der IT auch von der Formel Mensch hoch IT. ",it,Cybersecurity,Cybersecurity
555,Senior Systemingenieur (m/w/d) Fehleranalyse Leistungselektronik in Nürnberg / Remote (1704),"Ihre Karriere in der technischen Fehleranalyse elektrischer Antriebssysteme. Mit BRÜGGEN ENGINEERING analysieren und beheben Sie komplexe Fehler an leistungselektronischen Invertersystemen für hybride und vollelektrische Fahrzeuge. Als Technik-Expert:in identifizieren Sie Ursachen, koordinieren Abstellmaßnahmen und sichern gemeinsam mit interdisziplinären Entwicklungsteams die Systemrobustheit. Aufgaben Fehleranalyse: Sie untersuchen beanstandete Rückläufer und identifizieren die Ursachen komplexer Defekte an leistungselektronischen Invertersystemen. Trouble-Shooting: Sie entwickeln Lösungsstrategien auf Systemebene und koordinieren die Fehlerbehebung zwischen Systemtest, Hardware und Software. Versuchsplanung: Sie definieren, planen und realisieren anspruchsvolle Testfälle auf Prüfstand-, HiL-, eDyne- und Fahrzeugebene. Technische Abstimmung: Sie wirken an Design Reviews, Projektbesprechungen und technischen Bewertungen mit. Kundenkommunikation: Sie fungieren bei Fehlerfällen als technische Schnittstelle zum Kunden und präsentieren komplexe Sachverhalte verständlich. Defektmanagement: Sie dokumentieren und verfolgen Fehler in JIRA, pflegen Kennzahlen und berichten transparent über","remote, engineering",Other,Other
441,Senior Data Scientist (m/f/d),"At Flix, we offer a tech-driven environment where innovation meets real-world impact, with competitive pay, strong growth opportunities, and a culture of collaboration and ownership. We're looking for a motivated and skilled Senior Data Scientist to join our Team Greenrock – Demand Division . Our Tech team owns Flix's Revenue Management System (RMS), a production system with a direct commercial impact. We are looking for a colleague who will play an active role in shaping the next generation of the RMS by leveraging their deep expertise in revenue management. This is a hands-on senior role in a non-greenfield environment: delivering meaningful change requires care, conviction, and patience. About the Role Work closely with commercial stakeholders to translate business requirements into well-scoped projects and respond to operational inquiries. Translate revenue management theory and industry best practices into concrete, testable improvements, from idea and experimentation through to production rollout. Co-own the evolution of the entire system through regular collaboration and discussions with peers across your team and neighboring engineering teams. Contribute to the technical he",,Data > Data Science,Data > Data Science
596,(Senior) AI Engineer & Technical Project Lead (Köln) (w/d/m),"Wir sind WE BUILD AI, eine AI-Boutique aus Köln. Wir bauen Data- und AI-Solutions für den Mittelstand und Konzerne in Deutschland. Bei uns entstehen Systeme, die in Produktion gehen und Geld verdienen oder sparen. PoCs für die Schublade machen andere. Wir bauen hier ein Unternehmen, das in den nächsten Jahren weiter wachsen wird. Wachstum ist aber nicht unser Ziel, sondern die Folge. Unser Anspruch ist Top-Qualität bei jedem Projekt, und genau deshalb wachsen wir gerade. Founder-led, mit kurzen Wegen und ohne Konzern-Politik. Dafür brauchen wir Verstärkung. Und zwar für eine Rolle, die zwei Welten verbindet: Einerseits baust du performante AI-Systeme und gleichzeitig trägst du die technische Projektleitung. In manchen Projekten liegt dein Schwerpunkt auf der Umsetzung, in anderen auf der Leitung. Wie sich das mischt, gibt das Projekt vor. Aufgaben Engineering: Du konzipierst und baust AI-Systeme von der Architektur bis ins Deployment, mit Fokus auf LLM-Anwendungen, RAG und Agentic Workflows Du entwickelst skalierbare Backend-Services und APIs in Python, meistens mit FastAPI Du bringst Cloud-AI-Services in Produktion, bevorzugt auf Microsoft Azure, je nach Projekt auch AWS oder GCP ","consulting, engineering",AI/ML > Machine Learning,AI/ML > Generative AI & LLM
